I,3d5/2,"[63.305243185204866, -141.1894523686733, 42.99281125281429, -156.3963383120763, 2.320474832862182, 5.154771355520494, -77.26163873610196, -281.90377175632483, 75.77593534911881, -40.06554843096199, 213.25502749348524, 55.79959954940725, 53.79304885187447, 104.1839669553305, 108.00201152758893, -58.67219931640357, 189.43687909542746, -147.20283924247093, -91.99029242663384, -220.06459496256136, -154.6833184426372, -203.53648343606716, -51.53921720155157, -45.31780030388092, -8.588093142504452, 26.67500645323389, 52.009886259067564, 151.5721069403162, 224.55170526597087, -81.6436014722435, 190.59085147307277, 48.69354698213623, -17.57836717149146, 46.79940161862755, -135.84367029057182, -98.03992384307742, -60.129075460239825, 156.13752368072755, -42.49223982819351, 35.80721936656031, 145.91646772095447, -44.33093153422828, 144.94761967357127, -138.22788343099018, -126.19116020499739, -150.2748580637579, 270.5273935047148, 34.36538209383036, -111.83955089972646, 35.63281792529894, 107.99310768534319, 121.20347883616812, -202.65462259146548, 67.07730716975824, -148.88511764185623, -8.178138179834061, 258.4614824955226, -42.46962659444994, 19.379339265750932, -46.690263756369426, 245.23842004661282, -82.81809059344563, 73.1694339087048, 64.9633642877639, 61.548565465218005, -65.82385942319011, 28.085231178721592, -21.35125673542966, -141.23126284443055, 182.87382041672745, -96.78824456392435, 0.9733250241812845, 59.940197487798834, 1.305722055688713, -113.60346216571392, -90.4179497501716, 3.178642007388256, 104.83820710292213, -149.56923479889292, 123.90884713083284, -18.35128435885303, 23.8228558398925, -31.27953052970212, -19.29301595258976, -63.63648022631187, 199.6083019883658, 8.633627345935816, -24.94006729438625, -164.16782869408587, -219.48280791142074, -8.70009174383613, -58.6335081240355, 76.47037717749339, -44.268948495793744, -68.98547079021836, -63.13850407405218, 101.8576280091306, 142.12263229631714, 73.08156742308648, -23.318233420750108, -41.57518787647987, -20.60815043486959, 48.675462693856346, 35.431384561591784, 54.38123500129465, -0.9444919847811243]"
Xe,3d5/2,"[-40.57981398139027, 126.62020238740779, 107.24974702267774, 24.761847603951608, -155.01848975807556, -43.87005817540199, 32.96194065184276, -6.923788901956398, 9.941649903765784, -133.90248215290745, 79.16140338690491, -59.47817874489257, 101.43275105264281, -49.873060169027596, 146.45969070857038, -20.485395566867982, 129.1330335473274, -87.11820133389476, 87.8316265472529, 70.26369668706202, -26.331741252960523, -114.22540466204589, -92.21747822611944, 191.69373256825787, -88.8387030170573, -111.06016881943148, -127.88019397616769, 90.5988523302601, 163.36580868214122, 57.67528967297381, -45.48835310159837, -1.4623078217101873, -6.628843670047598, -52.63979721389513, -36.15842421146888, -77.72918953366295, 33.4704038734875, -52.85101611635042, -11.015001968055827, 117.87896858560424, 152.86868756868506, -113.21541760243173, -168.89772287396082, 297.46656552551275, 166.9911967202788, 237.19979028368596, 84.72918306488648, -49.03709620042483, 117.25587163716705, -69.87693051645469, 84.21148740973007, -21.808557002818723, -24.59974733300431, -192.50405067550744, -127.9849459721316, -148.01016449401288, -70.90665979056129, -60.60108222706528, 1.4178127571045218, 134.4232435378464, -43.56044569979213, 111.68401390072843, 115.74687575531351, 108.02424852238663, 165.40096428082987, 77.85569007433408, -79.36091349015409, 207.93503303770947, -154.05721681396702, 20.339832554691608, 0.28005482304485396, 34.79995777927572, 136.05383751663467, 11.809267189954998, 101.18954099254036, -69.42637259946372, -21.3670580999459, -89.59534932911905, -93.88668482330745, 37.10957521561553, 58.79186685403592, 39.35369283802554, 163.8521244289533, -74.77014626427996, 98.86033989477403, 56.05462444491902, -23.759474231771623, 1.5824383254409569, 30.31827884010191, 78.77384981789103, 113.80875553846377, -147.7289794660086, 82.65366814965034, 16.368622432775602, 181.63529620013392, 161.60392451327485, 77.90120496475332, 155.78879339582213, -16.657931074078622, -116.18600150038864, 269.4040626825145, -9.90411551401466, -53.907269332938306, 10.620058316831924, 267.91036621904226, -118.24825536816104]"
Cs,3d5/2,"[-80.02437078039073, 40.42578686297067, -7.022626351905611, -65.49441963545003, 82.66070404949528, -0.5973772734108866, -77.40519599471415, 15.982512651141079, -138.94625733056722, 5.376987389597265, 137.79884766778105, 12.841097523659364, -159.89747490802708, 73.47923560517947, 156.21092240941857, 104.35745805328833, -142.1731808844089, 210.35946104499192, -114.46465427510311, 47.09405094105417, -44.716709707137916, -56.90613334466509, 83.46314179558034, -93.93935071387749, -163.34614821948793, 109.25403554548151, 9.245253777562441, 46.46061392366096, 208.3691604984251, -72.81907602775009, 0.17484955447280867, 91.1500384930089, -0.8111727454665695, 321.03615322144225, 155.88973356050164, -30.058365219942022, 89.64707725336764, 101.63780171499565, -71.7107925939356, -20.79786746143506, 139.58848253817268, -53.38089196032833, -49.49480802098553, -116.8490197564584, -3.8389767961295442, -60.34446740201282, -141.22248968666239, 54.73408433430582, -6.243607973136928, -129.18791788894387, -138.36736503623024, 49.16099570443533, -8.938766726562484, -44.091158330153384, 161.49473022373525, -102.61009375580298, 80.30781976750299, 86.90333422160974, 135.80017723081178, 111.59614794468524, -14.95160492311064, -155.33862852152262, -77.41357179043553, -2.7626291935180634, -109.57307956587569, -49.484650780930394, -38.100765498845654, 72.89738236092383, 68.93754374064245, -91.70095117111308, -66.28037146725467, 44.226173028704906, 108.93435037146806, -133.1209156479364, 245.8231534868956, 106.64770403296242, -40.91741900244426, 115.850554256604, -99.58244739599427, 180.6421395378473, -71.94585384674555, 119.70732844698921, 30.670543106072696, -99.79215380165454, 108.97492606325571, 16.409530339077108, 85.78909013869155, -138.56573481770778, -18.98396458382805, -123.88990804792638, -107.32062613839543, 22.517398478776094, -17.795672914741143, -115.7542268893942, -90.73590284939216, 23.36307702530615, -105.05778358279466, -45.79786984884307, 87.07173500568388, 40.694042899649084, 151.67208905049227, 113.46687498878686, 29.697675057191514, 229.0443862697504, -4.347428910255092, 194.07689613750077]"
Ba,3d5/2,"[29.328532760361835, -32.8407694943398, 2.019936937062932, 98.08131387173324, -52.67560185526289, -63.626930063275005, 125.10318103668781, 35.78228180067362, -47.47149255025162, -229.24289255242854, -103.41921611604886, 66.91654907368385, -77.9105762761025, -16.355309028796174, 69.41848877063126, -108.88443541881624, 107.8696017796341, 158.46355420199205, -110.89324404570829, -8.634599613890687, 25.3260138465301, -129.0664870781297, 110.52825101823326, 8.802054627266674, -26.221404498997085, 185.90980436172055, 100.10089199409704, -157.8177843600214, -106.67694533216677, 175.23499430064382, 106.69058939743864, -34.84884510944545, -46.79036022084448, 20.113842272593622, 27.220733574430227, 6.07436476679952, 9.675444925539479, 45.944258141808106, 8.622208392022838, 135.37121391722346, 99.11441410493396, -59.13963200422883, -62.82699034288417, -114.62616465463223, 14.77512361307229, -148.9785559388054, 45.03876249438044, -129.0778296432348, 168.7880020887475, 95.7931229500255, -86.03623546966615, 169.9923822165076, -198.60274373948795, 191.30968486349903, 16.057606441884875, -114.88424224162827, -133.49662379940952, 134.62982007577776, 0.9985681082319343, 99.13173472028159, -159.53934083007118, -153.9370539006732, 130.59276654728302, 115.14741032860586, -96.28755460258542, 31.11966071105094, 90.12524408810076, 203.76066262887858, 37.1069639181264, 117.50227806376195, 40.084884233574805, 119.10884177094917, -205.75126710456604, 87.326279168065, 47.64956379445766, -136.2337415402443, -12.687779604349137, -79.90995893441745, 179.34812649564427, -151.88526083497055, -117.63560572443454, 87.30443522442101, -20.507450301493765, -100.06876321180184, 47.191275510824354, 19.132410814182318, -37.380356604289936, -142.35479632362348, 12.01490124095262, -142.59112688968773, 119.81240637931553, 25.226576585851905, 18.98323130656208, -39.51410702111245, 158.2457836587679, -120.63259294269913, -128.78377439120746, 185.1528436787171, 23.3032269195915, -25.38544760626077, 126.07080490467881, -212.13924681499614, 133.61425514618784, -17.385988499762835, 84.16967014360915, 215.48248317193818]"
Ti,3p,"[-195.04288762328108, -52.10767679818649, 158.09724303498993, 68.95167937348761, 17.68012008711925, -78.3957369232675, -133.94942041647664, 80.80673928133231, 156.97022301711058, -58.75903046880838, 186.7263076619137, 173.36959702984652, -84.25681862464923, -93.84774065472396, 68.88278648347315, 8.185839462665635, 166.3036955733487, -41.32626320972491, 52.9832122870854, 33.7939005240904, -77.82881213104858, 16.96530475680022, 92.19497520412018, -56.64995339090377, -82.87214817714, -75.39362053946365, -12.07766249585269, 148.32244322651493, 38.70111566370929, 125.63725109933903, 55.19647973362238, -14.424960422018327, -19.448789643696024, -250.85253408248337, -66.83383212360623, 199.21024413150698, 91.81343144765067, 38.16707823845043, 154.01584269959577, -131.74988418926694, 61.239366750395476, 42.14625655241501, -193.40164031613406, -5.412258362540752, -46.23571904814492, 42.70151070880109, -3.6930623043565363, 105.02034657591655, 53.67687869294703, -148.6804450564969, 99.66732184156582, 74.29149975526556, 20.989247578618873, 19.19291661490756, -50.97027226344819, 117.75544496368715, 95.6398278446662, 52.95976806031459, -35.60893809290017, 76.18413478514182, -40.260965460780625, -87.42621048451458, 63.13741201839855, -122.61843591606538, -71.7942533703695, 93.39282550283738, 18.30378167980914, 38.41560036864943, 22.108882653623713, -52.361047027053566, -79.00140448354747, -179.6468687583875, 31.769556078675038, 109.7778257371245, -193.17536807134417, -57.87674458957707, -49.54036063978738, 18.040781109116406, 26.031869472230706, -16.237511243564573, -11.616688802791852, -51.17889208452252, 197.33066155444396, 123.40524114439818, -27.98755676217477, 111.01007727079829, 22.590240055538082, -193.63984092232607, -327.00089408699097, 117.41431849543808, 99.35460560977326, -145.11286744755583, 31.601790760511808, -5.915562161535348, -61.382394810917575, -146.0055490611641, -99.78970665878343, 126.67032150696832, 39.82234060914205, -203.20829991520785, -54.74233835018408, 90.44644497591861, 28.18792015179714, 0.9058853780317593, 215.27360455692966, 57.764856258136476]"
Co,3p,"[-55.476425738102634, 129.94517201769324, -115.85942489762112, 65.9018853798352, -15.52668378155081, -4.012216748525624, 182.41464406620173, -38.78262753392622, 64.69494034020427, 124.28957404814139, 50.38662569753084, 59.2642554524943, -12.359190956854071, 48.11172894037046, -57.838011363414594, -5.327134529037241, 80.60785162949303, 172.4608022287988, 104.03705555374604, 202.16783377775224, -52.830189647263026, 99.48022014835134, 185.02074071753646, 9.06640058399323, 184.95880303661036, -31.619343214463985, 98.55623379670624, 39.873089970002276, -1.46762842958247, -65.79749329936152, -47.948341725838176, -39.177109472874996, 152.9187335559268, 26.132912330667285, -144.99240122394744, -26.274858807418248, 79.42965552278886, -28.084732060676973, 140.77759256786194, -2.1327163349222436, 6.535243642599495, -177.17617023420055, 104.29714839646721, -89.04932027290555, -74.29612263007104, -176.73533665124208, -237.89565299646276, -68.68824315724105, 153.70930401703527, -13.882180162580328, 74.41271693208948, 19.668541005657502, 215.3127649270655, 46.01129682688621, -50.54204880305858, 104.95889849164168, 184.00513109877969, -82.80943963673056, 11.78469046602733, -111.43516115779447, -85.23359540451101, 18.8109770340934, 19.61478224051322, 12.809380278875286, -99.2564154481789, 47.66207220920939, -38.33239194158732, -128.8045456742607, -94.0090897841116, -151.5392361241015, -169.41220299948307, 54.58054422745021, -45.88457948948746, -36.249601781297855, -129.78006329810174, -114.29512379693925, -70.98790256826209, -21.404504115038687, 41.67873891875054, 88.5841527402114, -73.25211202324067, 17.602804243871592, -56.5303828202442, 122.78761701141035, 44.33665960672064, 15.842411478909805, 62.623162929478326, 249.52719575163857, -83.18673266423353, -3.2391908099070896, -6.756937603135977, 11.955324223441995, -67.67451891242494, 106.14274327830213, -94.28577644743928, -12.054292121224941, 38.748704407639536, 199.7994125805246, -46.562300973434574, -147.3730833873483, -2.1405833109142356, -66.0107806522652, -19.665755194081264, 96.25644421637185, -9.962960322204788, 120.8737975888954]"
Ni,3p,"[-54.68758775455211, 19.460864519781094, -58.58086421555183, 24.849680180746283, -11.230093817028292, 14.29654716352919, -14.711796128832031, -65.9801429830774, 62.77079951242864, -182.35881925492797, -126.67082939663796, -148.47973175224044, 36.870255024122955, -195.33509628266367, 50.654277027475395, -13.67235693217182, -58.14947554801286, 62.36839724557749, 126.34062080574925, -85.42608938229297, 16.71023101024815, -120.50344520362805, 190.02798378175234, -108.00051671825524, -317.09361110717595, 101.28999690421512, 123.94396684169438, 63.20573329382353, -105.92433200847886, -61.35407192811384, -96.39597706055697, -123.68294135318239, -0.9333897288105051, 42.930517138522866, -60.246415122238915, 138.8748029721362, -347.08552522899635, 139.65987750349908, 46.735405078024975, -139.02777645764033, -74.87914264105696, -56.95318083612454, -127.06920639592845, -91.91463992871626, 49.487081375818605, 148.29745871707075, -165.80582025622888, -22.699898000960516, 134.05105240014763, 14.139089261384465, -6.946766102351471, 25.88625266536234, 146.2847525839525, -52.85660119367905, 13.892021935709721, 23.513026021522553, -73.03034597399893, 37.73979902699463, 103.45704996414092, 27.105142925362358, 91.93246571735594, 64.716317198372, 83.32720117760073, 75.61053071479128, -183.56569941900085, 66.4788280995374, 44.59368021856414, 29.881646372340104, -49.68743946229411, -31.59468437402136, -161.70814591933194, -149.50598932286985, -106.3334955403105, 75.93088542499143, 108.1829975179629, 25.586350951699483, 89.89471209093223, -62.182585780471456, -31.932144459401968, -6.083656601276711, -11.21761660855859, -133.73664651857132, -22.675634631014344, 40.94741778022775, 29.97456058622766, -35.78766397538541, 170.86968656014164, -98.82284771862737, 117.85413677024856, -37.52440181752096, 125.19312407369877, 4.560778864267845, 82.95643023833377, -170.32625666345265, 65.48649214131429, -39.2641440213443, 23.01135692056576, 51.11507417800906, -26.889697265449716, 83.86140752481712, -33.10171785711452, 74.95836559797876, 3.5667320808605956, -102.57677833643538, 16.332651337889484, -103.4355122494358]"
Cu,3p,"[71.34099088650203, -99.4566499091651, 23.12012328181129, 58.39072175292628, -89.0581748438105, 2.8314998417215365, 0.6432062203747128, -69.14252031834643, 138.47835564600317, 36.13182345446482, 13.757446497023327, 65.24923614370582, -26.497133824085424, 67.43579102227723, -47.38104083227657, 41.28209198942648, -2.967480748707589, 62.30346442760572, 142.40733708894257, 92.87674217124875, -180.1965046598693, -15.922712698193564, -71.14979936995564, -100.51606473842548, -139.21560260389555, -42.29680730536123, -25.73673702995262, -130.61217170234528, 14.26379696958534, 62.969251423467924, 44.61123547554373, 59.190978972929564, 100.06494056414115, 110.8217786422889, -176.27468027186268, 141.1987856030612, 183.77915262933595, -9.201090677710441, -166.5947951703992, -36.08360446574092, -27.759570706929804, -14.423563606851426, -58.18249923892424, 141.1531455935359, -151.21414995426775, 20.2140283329388, 2.86909856285057, 67.87393409809712, -60.72706815463965, -188.1038070043646, 83.51708741009477, -150.22397353881797, 45.80567959476286, -36.82328345580664, 11.156210243956648, -47.64593905278856, 144.67821231532508, 68.84700193520146, -62.706835177028296, -149.61445203854447, 32.5494568396017, 115.14821974427234, -50.81898428144216, 22.467575017818877, -53.201947581025316, -90.41625840140938, -20.58735666358106, 80.91358697464145, -4.3049384959607915, 33.46525133805565, -34.36018955703706, 41.93217624852423, 207.49220540962725, 68.63289260856773, 137.64328317663816, 157.0669752451234, -110.99007722769831, 47.15579009543548, 159.62545079430777, -190.5387226017113, 71.11726506758275, -60.67640542968837, -166.1299317746414, 55.61534387804053, -53.48807280053849, 39.36464672712974, 13.737218953222138, -58.29447659946669, 143.79643001028396, 60.6894635420968, 82.82505317267105, 11.717007238890544, 77.53306408417208, -63.58946796346632, -28.136709624677547, -125.2208417818205, -24.813287657031648, 20.95848924803092, 94.3962559725111, -171.01703648546808, 25.413851368316042, -41.64291256201814, -147.62947569451947, 22.803461429344797, 128.11829667983832, -64.57744411214516]"
Cd,3p,"[25.15400813699361, 197.80157526312854, 6.268916258561966, 131.55683393442092, -206.03746878762843, -281.7915901028623, -96.74072609114776, 226.90081774813004, 6.192869568285709, -33.41478732106626, -93.34679180365418, -139.7055275912544, 282.8884742517851, 79.04076445719603, -127.99184849583301, -122.32997310535106, -2.197870682201887, -24.627792640380026, 132.3274421371747, -132.93400230082543, -100.76481349120873, 167.4148435969601, 257.46299919465565, -0.23691022757374386, 37.345542793388425, -68.57051654707992, -30.46614687472653, 24.62206129182713, 77.71614680724566, 51.29440359137359, -27.196728399808073, -90.517491569528, 124.02977797943048, -142.99618798567596, 79.4402246703908, 24.483639526467837, 54.39789152471432, 47.47337998730095, 7.588121329528066, -193.28822996869582, -31.628970490108678, -143.36261361252323, -149.12321302417814, -71.07283760325949, -87.62580379270335, 121.9392466173091, 20.33897551266172, -41.15978667420565, 9.05704661776786, -82.67933915508081, 17.307074787558165, 60.882901384964285, -77.69281524284568, 9.673282442724854, -76.68897190206064, 143.1277354431301, 138.378504666892, 43.74818256744693, 213.34905123993963, 16.22651948039141, -48.466275182658016, 66.75895089336638, 44.63725859854708, 60.156249446816076, 10.110376779163056, 60.356464023234416, 98.56471294512976, 8.183113530332077, -56.28256174835358, -26.837863941629795, -31.264773514782792, 61.86856137358605, -52.89601427124218, 61.75591223081877, -188.1125780393847, -92.71543994037116, -24.095434157198962, -28.643193822009035, -97.4799021838879, 118.68825128232106, 50.61370948106221, -71.34459960258648, 140.57466207410147, 97.6782590902709, 323.0166100013385, -16.940317281306925, -31.386205059572653, -164.24329604511047, -109.1459132505848, -45.50750061389171, 3.4189958329877785, -70.88704634458514, 16.004026686146045, 37.50323946297377, 27.598988066613405, -41.679261976336754, 101.79446994390517, -227.91344760080116, -246.9789523349374, -163.48394258391494, -208.25054354690187, -139.97961214419962, 12.029152032719903, 62.27450586615304, -301.140449824843, -115.24786298432726]"
Ca,3p3/2,"[56.83202607158938, -94.12529045960196, -156.05553322898635, -163.14046101234086, 68.925114596343, 39.32228193226066, 127.55578429815995, -66.199967787349, 20.750886010188157, 44.872356729009795, 87.24056401607336, -38.66139429005193, -14.085209926475587, 163.86325939720345, 178.9421977718912, -0.09316274415853991, 229.26644219624467, 172.3066047146563, 100.58927009225926, 53.677578038794344, 12.948072362538383, 41.86188732684561, -104.99899804554776, -42.399764750455255, -126.59542194335614, -3.1240004507480186, -4.3149392857218345, -190.09101674843123, -7.784288424250853, 97.24614826853231, -21.52996781299746, -156.9602679941586, 37.538635601637864, -8.786338686998775, 14.006592759794922, -92.16317829176667, -43.288166049120804, -72.84113772703316, 23.659489820973235, 60.451870913791375, 159.03028919998553, -130.17878621387945, -79.79653103220659, -125.45214147988246, 16.71370322662641, 21.915557708638055, -29.85501426368415, 101.61424051697263, -69.55280688770789, -144.74292935926493, -216.99867492662887, 39.80208669838292, 128.57694917420176, 36.27997061907053, -18.904644960154776, -70.62510845317175, -97.82065947880977, 60.30856657834579, -113.48278603462649, -38.99423954569332, 71.46915781845125, 48.19022409931945, -277.0118742757046, 22.143295344587614, -50.32063352799917, -33.36058035883877, -61.8178835640426, 151.56424370309358, -74.8690554360048, -18.03307615584527, 79.24038046503124, 134.29798928778447, 52.09455139740027, -196.37728842323858, -101.76498960593976, -97.35980998539436, 84.92919776511792, -54.272926051970636, 89.83115113449333, 29.004630489085756, -68.64091619413455, 94.69059306322097, -130.65667174350833, 16.245031977407812, 98.74889408312814, 79.26464798224426, 120.72351257372057, 23.49292462585436, 45.08359332413655, 164.1395466180377, -37.304402228211806, -44.26554608013546, 46.525496535592005, -212.62068112834262, 121.53570833169093, -125.28903898074323, -55.95924744744454, 76.31457726357743, 198.60555649941008, -93.51677898610868, 37.54771551707269, 167.4190135460914, 92.62498035594172, 3.1734053431505207, 9.502593354620457, 327.4386187828531]"
Zn,3p3/2,"[171.3077891391385, 76.07996481078804, -67.70962086255956, -160.68864181658248, -59.005399393144764, 74.63884573929262, 45.01955442265726, 67.01558143805295, 117.77826272976577, 11.634774390630287, 104.74137964773978, -86.76222225402296, -84.68809728418414, -66.678033452499, 150.20568074929716, 3.362342437086818, -56.60155570386716, 61.18960506838971, 79.46442306777638, 65.16771886803812, 98.36510927798048, 184.17065805333772, 95.54939648147331, -60.921247088145556, -156.3885679499359, -93.137551202224, 121.03049611918077, -48.77987455823287, -31.607711866894473, -141.2400494121261, -23.91487586964608, -26.03970655519177, 44.432094012362, -45.7362306118744, -30.755192727656922, -11.98222896826094, 131.90520896248242, 185.8263760270287, -8.237474722991577, -11.935548157041776, -137.85863567081364, 56.54713948848124, -9.860239679067583, 29.882859545668136, 145.82898345186226, 29.100545107005857, -33.21896679957825, 14.51158497979416, -20.836577858909493, 200.08805655035022, 150.0547252434403, -110.85343341836483, -71.37328005248001, -20.55882559957908, -36.847399213510506, 98.09589141728515, -110.27633649447525, 7.680776422844, 45.78518710363975, -47.2099588162892, 272.6825476826844, -0.22286131289374275, -42.31488681139951, 181.40180022641744, -72.14662551728883, 162.80572698006984, -45.37052361320934, 12.782453264596338, -258.32506587121094, -76.5383720819385, -81.13446213820072, -31.77411284310684, -1.88215989766631, 23.851230244012473, 24.4622513303701, 82.230436301508, -156.42759096199745, -116.94485429140701, -240.413262064156, -87.73198235265123, -106.80022481033124, -37.24235338551264, -76.60456586740915, -81.5486083800816, 53.37245206036661, -168.00300335873192, -78.52186119949329, -90.5107941865109, -157.7547789011804, -166.2283659407694, -216.26213209634167, 120.84271671662071, 50.342081874755394, 131.5344781638031, 15.352697531337839, 77.96931704971317, 69.17411652115895, -18.15767996756405, -150.0986719887434, -83.78643731813406, -56.534023662663046, 34.2083597668746, 124.39180682587705, 104.57133238776565, 90.3810349288889, 29.966602391892394]"
Br,3p3/2,"[32.82735234410941, -170.73371913198378, 123.09126512843238, -133.11631853134, 65.59902957195936, -118.25518554213538, 10.962260225249635, -32.252900357202506, -47.27822046896091, 17.270114739171845, 26.694204103022336, -150.53745371293655, 34.1347854806014, 31.766716895852156, 87.5849879643117, 29.90919144518187, 236.51542385051934, -27.456155024347435, -42.174005364091464, 145.54523197580318, -171.5361528691236, 107.94515726057716, 67.38155396371192, -38.002293287252094, 58.386827182154256, -16.289953577017556, -63.80855699292125, -105.93983087840309, -130.24618173028014, 186.54122064131968, 2.7790168825778117, 96.31062535689226, 127.34856754354571, 0.9588622295494321, -81.55561160630735, -68.84729041199496, -9.894319481784748, 76.0515086373093, -30.16018826265563, 176.46744875906032, 90.31011022537639, 156.0152709838168, 0.09473463549998414, -16.328721916846053, 82.19310314436206, 48.60601269626142, -226.64825830878468, 243.11931747999753, -19.391269578234542, 28.37567281468276, -1.4129787843222783, -61.24789253433032, 101.14038064388005, 32.621668304903956, -98.02385280175118, -107.86092053781618, 211.68264807452235, 164.25262494124578, -75.62010413194938, -39.749375366566106, 66.27016219615662, 102.57133830239658, -24.534299861002687, 37.11820302363327, -50.976207045861436, -208.23406270300683, -50.110436614123344, -142.93813637112393, -165.47216683855592, -121.00513783476104, 109.83132206298586, 75.71836673861803, 105.00140592143927, 111.68998565485262, 65.25301643066204, -2.3750731679071926, -48.441440795229354, -47.58253121820188, 57.92203259378472, 41.022132891149944, 59.72337415866446, 86.9415917550379, 10.671669468552096, 50.47360603966123, -121.78432858541562, 8.56289931898608, -206.05104967898697, -3.1027449351196386, -0.10696665726556065, 20.855161922723752, 103.6328569124096, -225.92175747907118, -84.43744766054314, 182.2447209915542, -85.4920474915445, 250.4400555723706, 87.62856656780345, 99.49483587527209, 88.08015416529199, -132.7253258680159, -31.911459924489552, 183.02173888251272, 17.161371768094657, -176.1746287245616, 107.04218318735842, -192.74142199384008]"
Kr,3p3/2,"[-13.148696847280094, 227.02828873803725, 68.84117290508405, 227.3120295803609, 21.90255004042908, 124.2219949798934, -113.08798161431592, -223.42792583141355, -0.8733700070590387, 125.34006129267047, -148.4825546945799, -175.5364530450731, -40.221274841305934, -26.33156104911608, -84.51049379376055, 71.85241364832325, 96.73760279981792, 94.08133105129566, -203.939856419269, 81.36139147730002, -22.77615016206731, -14.957144241238636, -109.13506776167661, 99.3835893117207, 33.81779083199424, 34.4067163863747, 70.79742897955579, 115.49561899819652, -128.4603867112906, -31.93380828036679, 17.808133005414522, -6.511047684401069, 127.92767203508438, -222.6852591309335, -75.53529153845295, 47.16276893532588, -55.789261759575766, -5.985383468810298, -108.21487331994777, -144.8329412914756, 102.6789126523953, 166.19701541795246, -31.122254728652976, -22.94195243766079, -155.4546163082269, 57.06591695146154, 43.87362666001772, 182.4712947411918, -191.8704660841297, -47.9094437139045, 86.22885436847287, 108.94007246109487, 167.66637567928305, -37.79576684520504, 16.71039626719651, -380.1610627434899, -97.89564682415485, -15.02883334839755, -64.32503675907446, 229.49293415989126, -71.52119141449481, -211.6385812104512, -119.57254052948761, -109.24507968434706, 53.7348425772346, -4.62911558340975, 42.76292580058981, -9.189012424318298, 79.87350153630018, -159.83859957568015, 85.38788779553313, 28.87797486703347, -114.58784954977031, -90.34895529379958, -98.81216339400919, -138.88337536703315, -145.08759052556783, -21.84548070377972, -25.563194636282287, -39.80743054103447, -30.682580914369844, -44.65806376154699, 184.60972639760257, -93.78289379352391, 228.70785600580075, 91.92598332418561, 82.37917332292577, -124.8054794960414, -25.647886540602343, 41.91109644975629, -134.3239511891303, 113.68413578434563, 136.50389294019615, 103.94972980713614, -52.51080478251711, -76.96275410761055, -187.98860247830663, 169.41550409044348, 14.968744946407122, 189.41637673855882, 91.31794763817271, -20.36617014318123, -123.34843038698423, 102.7695891597514, 14.20881651718854, -36.05870919538991]"
Rb,3p3/2,"[40.84755673483028, -133.95497214898086, 43.37340942154722, 66.9703188387546, 145.76034863992032, -155.1454152306554, 28.01612742346913, -2.462692962111768, -119.30881913500146, -8.469288790751094, -112.05022935568955, 94.30491875878285, -142.79929492607513, -60.38601479500021, -37.845926487206825, 127.45942285531366, -43.19325808014082, 59.235703182446564, 61.96350202283911, 144.32244475850536, 38.74635451784767, -8.383747711310162, 50.470329765324024, 127.88192103208236, -34.25063536379219, -103.92098943793218, 124.43211411491889, 28.379389579068878, 166.26977422210751, 96.8188270478599, -60.60956981236924, 10.125604720218885, 15.214491708559635, -209.83650357935184, 137.28671685175476, 126.29872091551866, -85.84812582421317, 71.14318239589419, -118.46156661558786, 106.46659231646225, -33.43692780977489, -235.0008827239089, 80.26501944287189, -102.07896533996546, 12.852185121506748, -205.20122212102885, 5.749546156395934, 94.19754524598149, -51.821506363359134, 209.4247186630478, 15.51900926722918, 31.15550279963969, -238.29039556702594, -27.62164686316203, 86.7180218628499, -99.35301859259748, -17.429779998209842, 118.12089196141899, 111.48786406680078, -86.6564221158221, -70.99485312035817, 184.49063169106967, 74.12419192788242, -46.20670677390198, 174.09042144062008, -10.648461657476707, 37.54753973643748, -123.73499710017049, 89.07255620763569, 31.491518762733108, 77.68936536912338, 106.62610263662825, 72.15639727355112, -19.279662790210097, 98.70087197268828, -76.84558082039393, -48.70910695157267, 134.7422521374256, 7.364371322486858, -11.061309827483173, 51.286937056326686, -100.48233047998376, -127.32979260901409, 190.44680686913625, 33.83486303461415, -144.03176080446224, 16.87213617821066, 134.22411851315712, -57.77049322908307, 200.184510418362, -77.79173679137031, -78.6939293681868, -64.7774193567274, 183.30058165098745, -8.370800044340054, 75.38051256843706, -36.64284958905915, -159.55433491480048, -45.47322539000889, 62.9036065934154, -53.576707604145746, 176.78226250541493, -65.96938578858399, -35.79324279994337, 68.85934773502763, -121.55345050810888]"
